0,2,70,7,,1468,1017,695
2,2,30,3,,663,356,107
1,0,800,17,,12606,8353,3916
1,1,600,15,,10484,8145,6163
2,0,10,1,,14,,
1,0,20,2,,266,13,
0,2,80,8,,1661,1183,850
0,1,50,5,,1070,725,445
2,3,5,0,,8,,
1,0,60,6,,1300,879,647
1,0,300,12,,5374,4329,3449
1,0,900,18,,14651,13055,12309
2,2,1000,19,,17705,15217,12296
1,2,700,16,,12351,10376,8729
2,1,200,11,,3652,2961,2634
2,2,400,13,,7170,6263,4719
1,1,500,14,,9254,7331,6256
2,0,40,4,,907,581,329
2,3,100,10,,2052,1482,1159
1,1,90,9,,1974,1428,1060
