0,0,5,0,,14,,
1,3,20,2,,294,24,
2,1,10,1,,8,,
1,0,500,14,,9041,6991,5624
1,0,200,11,,3615,2886,2273
0,2,800,17,,14317,11682,8917
2,3,80,8,,1597,1310,946
1,0,1000,19,,17796,15603,11830
2,2,700,16,,12216,10222,9304
0,1,70,7,,1458,1045,781
1,0,40,4,,944,642,344
0,3,300,12,,4900,4301,3743
2,1,50,5,,1114,781,574
2,0,60,6,,1342,944,690
0,1,600,15,,10785,8665,7747
2,0,400,13,,7141,6317,4606
1,2,90,9,,1812,1342,994
1,3,100,10,,2043,1463,1142
0,3,900,18,,14518,10300,5342
0,0,30,3,,624,304,56
