0,1,30,3,,683,355,98
1,2,20,2,,341,70,
2,0,100,10,,2072,1562,1154
1,1,200,11,,3487,2786,2303
0,3,90,9,,1807,1282,942
0,3,70,7,,1461,1018,751
1,2,800,17,,14932,11682,10338
0,1,5,0,,27,,
1,0,10,1,,9,,
2,1,700,16,,12164,10308,9391
0,2,500,14,,9055,7483,5972
1,3,400,13,,6642,5812,5291
1,3,1000,19,,17694,14938,12062
2,1,300,12,,5423,4496,3797
1,1,80,8,,1648,1226,924
2,3,40,4,,896,602,298
0,0,600,15,,11121,8734,7428
0,0,50,5,,1050,686,409
2,0,900,18,,14809,10954,6402
1,3,60,6,,1333,865,576
