0,2,60,6,,1388,944,611
2,3,90,9,,1900,1441,1144
0,3,30,3,,617,276,50
0,3,50,5,,1120,683,441
0,0,700,16,,12510,9863,7531
0,3,100,10,,1942,1412,1068
1,3,500,14,,9125,7193,6443
1,0,70,7,,1480,1057,774
2,2,800,17,,14258,11813,10750
0,3,400,13,,6887,5873,5017
0,1,1000,19,,17723,14884,12042
1,3,80,8,,1599,1242,894
1,1,300,12,,5441,4384,3550
2,1,20,2,,401,75,
0,3,40,4,,1004,536,304
1,3,10,1,,10,,
1,3,600,15,,10946,8623,7399
0,2,200,11,,3626,2805,2233
1,0,5,0,,21,,
1,3,900,18,,13078,7169,2185
