0,3,800,17,,8875,4132,1733
2,3,70,7,,1554,1131,799
2,2,90,9,,1913,1361,1018
0,2,50,5,,1074,653,414
1,2,600,15,,10780,8660,6719
1,3,200,11,,3649,2911,2216
2,1,30,3,,730,383,165
0,2,20,2,,372,82,
1,1,700,16,,12262,10301,9091
0,2,40,4,,926,551,308
0,0,900,18,,15755,13042,10583
0,2,400,13,,6502,5827,5181
0,3,500,14,,8740,7251,5852
0,0,1000,19,,17791,14910,12645
1,2,300,12,,5104,4322,3802
2,1,80,8,,1671,1179,936
1,3,5,0,,33,,
0,3,60,6,,1240,828,552
0,1,100,10,,2031,1483,1098
1,1,10,1,,10,,
